n	t_ms	AcY	AcY_offset	AcZ	roll	gyroXrate	compX	e	edot
1660.0	11304.96	1084.0	695.0	15356.0	2.59	-16.4	-0.89	-0.89	-13.83
1661.0	11311.76	1132.0	743.0	15216.0	2.8	-16.58	-0.98	-0.98	-13.79
1662.0	11318.55	852.0	463.0	15316.0	1.73	-16.81	-1.08	-1.08	-14.73
1663.0	11325.31	680.0	291.0	15304.0	1.09	-17.23	-1.19	-1.19	-15.54
1664.0	11332.08	408.0	19.0	15296.0	0.07	-17.68	-1.3	-1.3	-16.66
1665.0	11338.78	596.0	207.0	15364.0	0.77	-18.15	-1.41	-1.41	-16.52
1666.0	11345.55	380.0	-9.0	15280.0	-0.03	-18.44	-1.53	-1.53	-17.33
1667.0	11352.24	396.0	7.0	15388.0	0.03	-18.5	-1.64	-1.64	-17.24
1668.0	11358.91	448.0	59.0	15368.0	0.22	-18.41	-1.76	-1.76	-16.92
1669.0	11365.62	540.0	151.0	15232.0	0.57	-18.0	-1.86	-1.86	-16.18
1670.0	11372.39	516.0	127.0	15400.0	0.47	-17.66	-1.97	-1.97	-15.84
1671.0	11379.17	396.0	7.0	15212.0	0.03	-17.1	-2.08	-2.08	-15.54
1672.0	11385.82	352.0	-37.0	15212.0	-0.14	-16.46	-2.18	-2.18	-14.92
1673.0	11392.58	252.0	-137.0	15288.0	-0.51	-15.79	-2.27	-2.27	-14.48
1674.0	11399.38	124.0	-265.0	15284.0	-0.99	-15.18	-2.37	-2.37	-14.16
1675.0	11406.16	152.0	-237.0	15348.0	-0.88	-14.77	-2.46	-2.46	-13.6
1676.0	11412.95	8.0	-381.0	15172.0	-1.44	-14.23	-2.55	-2.55	-13.4
1677.0	11419.65	164.0	-225.0	15384.0	-0.84	-13.55	-2.64	-2.64	-12.2
1678.0	11426.42	244.0	-145.0	15392.0	-0.54	-12.92	-2.71	-2.71	-11.31
1679.0	11433.23	164.0	-225.0	15336.0	-0.84	-12.05	-2.78	-2.78	-10.62
1680.0	11440.01	80.0	-309.0	15368.0	-1.15	-11.4	-2.85	-2.85	-10.14
1681.0	11446.75	232.0	-157.0	15244.0	-0.59	-10.59	-2.91	-2.91	-8.86
1682.0	11453.49	200.0	-189.0	15476.0	-0.7	-9.76	-2.97	-2.97	-8.07
1683.0	11460.18	80.0	-309.0	15416.0	-1.15	-8.99	-3.02	-3.02	-7.59
1684.0	11466.81	-48.0	-437.0	15492.0	-1.62	-8.36	-3.07	-3.07	-7.26
1685.0	11473.43	-36.0	-425.0	15396.0	-1.58	-7.78	-3.11	-3.11	-6.62
1686.0	11480.06	80.0	-309.0	15320.0	-1.16	-7.24	-3.15	-3.15	-5.73
1687.0	11486.7	-24.0	-413.0	15160.0	-1.56	-6.4	-3.18	-3.18	-5.18
1688.0	11493.3	36.0	-353.0	15164.0	-1.33	-5.79	-3.21	-3.21	-4.37
1689.0	11499.94	156.0	-233.0	15280.0	-0.87	-5.24	-3.23	-3.23	-3.46
1690.0	11506.6	88.0	-301.0	15128.0	-1.14	-4.6	-3.25	-3.25	-3.0
1691.0	11513.21	148.0	-241.0	15284.0	-0.9	-3.9	-3.27	-3.27	-2.1
1692.0	11519.86	80.0	-309.0	15328.0	-1.15	-3.4	-3.28	-3.28	-1.8
1693.0	11526.48	-52.0	-441.0	15412.0	-1.64	-3.17	-3.29	-3.29	-1.91
1694.0	11533.1	-36.0	-425.0	15192.0	-1.6	-2.76	-3.3	-3.3	-1.47
1695.0	11539.7	-84.0	-473.0	15328.0	-1.77	-2.52	-3.31	-3.31	-1.34
1696.0	11546.34	24.0	-365.0	15292.0	-1.37	-2.16	-3.32	-3.32	-0.68
1697.0	11552.96	-44.0	-433.0	15408.0	-1.61	-2.0	-3.32	-3.32	-0.7
1698.0	11559.55	52.0	-337.0	15300.0	-1.26	-1.59	-3.32	-3.32	-0.02
1699.0	11566.16	56.0	-333.0	15288.0	-1.25	-1.34	-3.32	-3.32	0.24
1700.0	11572.76	116.0	-273.0	15360.0	-1.02	-0.95	-3.31	-3.31	0.8
1701.0	11579.41	72.0	-317.0	15392.0	-1.18	-0.49	-3.31	-3.31	1.12
1702.0	11586.02	44.0	-345.0	15416.0	-1.28	-0.34	-3.3	-3.3	1.2
1703.0	11592.6	76.0	-313.0	15316.0	-1.17	-0.3	-3.29	-3.29	1.32
1704.0	11599.19	156.0	-233.0	15416.0	-0.87	-0.13	-3.28	-3.28	1.71
1705.0	11605.85	208.0	-181.0	15236.0	-0.68	0.03	-3.27	-3.27	1.98
1706.0	11612.51	168.0	-221.0	15120.0	-0.84	0.25	-3.25	-3.25	2.07
1707.0	11619.15	300.0	-89.0	15184.0	-0.34	0.3	-3.23	-3.23	2.49
1708.0	11625.74	304.0	-85.0	15404.0	-0.32	0.4	-3.22	-3.22	2.61
1709.0	11632.32	284.0	-105.0	15300.0	-0.39	0.66	-3.2	-3.2	2.81
1710.0	11638.97	340.0	-49.0	15284.0	-0.18	0.6	-3.18	-3.18	2.87
1711.0	11645.56	324.0	-65.0	15284.0	-0.24	0.51	-3.16	-3.16	2.74
1712.0	11652.15	280.0	-109.0	15172.0	-0.41	0.11	-3.15	-3.15	2.19
1713.0	11658.81	216.0	-173.0	15264.0	-0.65	-0.15	-3.14	-3.14	1.72
1714.0	11665.48	268.0	-121.0	15248.0	-0.45	-0.44	-3.13	-3.13	1.58
1715.0	11672.15	288.0	-101.0	15240.0	-0.38	-0.79	-3.12	-3.12	1.27
1716.0	11678.81	176.0	-213.0	15288.0	-0.8	-1.47	-3.12	-3.12	0.28
1717.0	11685.47	180.0	-209.0	15408.0	-0.78	-1.82	-3.12	-3.12	-0.05
1718.0	11692.14	308.0	-81.0	15348.0	-0.3	-2.38	-3.12	-3.12	-0.26
1719.0	11698.75	300.0	-89.0	15332.0	-0.33	-2.76	-3.12	-3.12	-0.64
1720.0	11705.36	224.0	-165.0	15264.0	-0.62	-3.18	-3.13	-3.13	-1.27
1721.0	11712.04	220.0	-169.0	15180.0	-0.64	-3.51	-3.14	-3.14	-1.63
1722.0	11718.7	216.0	-173.0	15332.0	-0.65	-3.89	-3.15	-3.15	-2.0
1723.0	11725.36	172.0	-217.0	15232.0	-0.82	-4.35	-3.17	-3.17	-2.57
1724.0	11732.04	240.0	-149.0	15140.0	-0.56	-4.44	-3.19	-3.19	-2.46
1725.0	11738.7	428.0	39.0	15104.0	0.15	-4.87	-3.2	-3.2	-2.34
1726.0	11745.3	264.0	-125.0	15220.0	-0.47	-5.24	-3.22	-3.22	-3.15
1727.0	11751.97	292.0	-97.0	15316.0	-0.36	-5.3	-3.24	-3.24	-3.13
1728.0	11758.59	332.0	-57.0	15288.0	-0.21	-5.58	-3.27	-3.27	-3.26
1729.0	11765.2	232.0	-157.0	15228.0	-0.59	-5.83	-3.29	-3.29	-3.78
1730.0	11771.85	284.0	-105.0	15240.0	-0.39	-6.08	-3.32	-3.32	-3.88
1731.0	11778.53	252.0	-137.0	15360.0	-0.51	-6.37	-3.35	-3.35	-4.24
1732.0	11785.2	160.0	-229.0	15288.0	-0.86	-6.82	-3.38	-3.38	-4.92
1733.0	11791.86	16.0	-373.0	15336.0	-1.39	-6.92	-3.41	-3.41	-5.4
1734.0	11798.48	212.0	-177.0	15312.0	-0.66	-7.21	-3.45	-3.45	-5.09
1735.0	11805.15	224.0	-165.0	15404.0	-0.61	-7.44	-3.48	-3.48	-5.28
1736.0	11811.81	196.0	-193.0	15348.0	-0.72	-7.51	-3.52	-3.52	-5.4
1737.0	11818.49	-24.0	-413.0	15344.0	-1.54	-7.74	-3.56	-3.56	-6.22
1738.0	11825.11	68.0	-321.0	15380.0	-1.2	-7.69	-3.6	-3.6	-5.86
1739.0	11831.73	-32.0	-421.0	15348.0	-1.57	-7.82	-3.64	-3.64	-6.25
1740.0	11838.34	84.0	-305.0	15304.0	-1.14	-7.69	-3.68	-3.68	-5.77
1741.0	11844.98	4.0	-385.0	15168.0	-1.45	-7.32	-3.72	-3.72	-5.61
1742.0	11851.55	60.0	-329.0	15148.0	-1.24	-7.23	-3.75	-3.75	-5.31
1743.0	11858.19	-80.0	-469.0	15264.0	-1.76	-6.89	-3.79	-3.79	-5.35
1744.0	11864.8	32.0	-357.0	15248.0	-1.34	-6.54	-3.82	-3.82	-4.66
1745.0	11871.43	80.0	-309.0	15240.0	-1.16	-6.3	-3.85	-3.85	-4.26
1746.0	11878.04	16.0	-373.0	15272.0	-1.4	-6.15	-3.87	-3.87	-4.27
1747.0	11884.65	-16.0	-405.0	15216.0	-1.52	-5.89	-3.9	-3.9	-4.09
1748.0	11891.25	-260.0	-649.0	15260.0	-2.44	-5.8	-3.93	-3.93	-4.66
1749.0	11897.94	-232.0	-621.0	15272.0	-2.33	-5.54	-3.96	-3.96	-4.31
1750.0	11904.62	-168.0	-557.0	15384.0	-2.07	-5.64	-3.99	-3.99	-4.2
1751.0	11911.28	-212.0	-601.0	15320.0	-2.25	-5.31	-4.02	-4.02	-3.97
1752.0	11917.96	-220.0	-609.0	15332.0	-2.27	-4.89	-4.04	-4.04	-3.57
1753.0	11924.63	-168.0	-557.0	15368.0	-2.08	-4.4	-4.06	-4.06	-2.91
1754.0	11931.29	-164.0	-553.0	15224.0	-2.08	-3.79	-4.07	-4.07	-2.29
1755.0	11937.97	-264.0	-653.0	15204.0	-2.46	-3.31	-4.09	-4.09	-2.09
1756.0	11944.64	-200.0	-589.0	15328.0	-2.2	-2.63	-4.1	-4.1	-1.2
1757.0	11951.3	-140.0	-529.0	15172.0	-2.0	-1.82	-4.1	-4.1	-0.24
1758.0	11957.96	-236.0	-625.0	15192.0	-2.36	-1.14	-4.1	-4.1	0.18
1759.0	11964.64	-140.0	-529.0	15232.0	-1.99	-0.58	-4.09	-4.09	1.0
1760.0	11971.28	-180.0	-569.0	15236.0	-2.14	0.26	-4.08	-4.08	1.73
1761.0	11977.94	-112.0	-501.0	15096.0	-1.9	0.85	-4.06	-4.06	2.49
1762.0	11984.59	-136.0	-525.0	15128.0	-1.99	1.56	-4.04	-4.04	3.11
1763.0	11991.24	-40.0	-429.0	15344.0	-1.6	1.81	-4.02	-4.02	3.63
1764.0	11997.84	-16.0	-405.0	15304.0	-1.52	2.54	-3.99	-3.99	4.42
1765.0	12004.46	-56.0	-445.0	15308.0	-1.67	2.73	-3.96	-3.96	4.47
1766.0	12011.06	-60.0	-449.0	15344.0	-1.68	3.17	-3.93	-3.93	4.88
1767.0	12017.67	-172.0	-561.0	15260.0	-2.11	3.32	-3.89	-3.89	4.68
1768.0	12024.32	-184.0	-573.0	15276.0	-2.15	3.23	-3.86	-3.86	4.52
1769.0	12030.99	-96.0	-485.0	15392.0	-1.8	3.35	-3.83	-3.83	4.88
1770.0	12037.59	-60.0	-449.0	15332.0	-1.68	3.5	-3.8	-3.8	5.12
1771.0	12044.18	-28.0	-417.0	15260.0	-1.57	3.37	-3.76	-3.76	5.05
1772.0	12050.79	-132.0	-521.0	15452.0	-1.93	3.35	-3.73	-3.73	4.72
1773.0	12057.45	-48.0	-437.0	15388.0	-1.63	3.44	-3.7	-3.7	5.01
1774.0	12064.05	-4.0	-393.0	15328.0	-1.47	3.47	-3.67	-3.67	5.15
1775.0	12070.61	52.0	-337.0	15340.0	-1.26	3.37	-3.63	-3.63	5.18
1776.0	12077.23	-48.0	-437.0	15268.0	-1.64	3.53	-3.6	-3.6	5.02
1777.0	12083.82	108.0	-281.0	15312.0	-1.05	3.46	-3.56	-3.56	5.37
1778.0	12090.48	84.0	-305.0	15312.0	-1.14	3.52	-3.53	-3.53	5.32
1779.0	12097.1	64.0	-325.0	15008.0	-1.24	3.15	-3.5	-3.5	4.86
1780.0	12103.69	-16.0	-405.0	15072.0	-1.54	2.93	-3.47	-3.47	4.4
1781.0	12110.3	8.0	-381.0	15248.0	-1.43	2.58	-3.44	-3.44	4.11
1782.0	12116.86	44.0	-345.0	15372.0	-1.29	2.16	-3.42	-3.42	3.79
1783.0	12123.48	168.0	-221.0	15064.0	-0.84	1.6	-3.39	-3.39	3.54
1784.0	12130.12	216.0	-173.0	15164.0	-0.65	1.39	-3.37	-3.37	3.44
1785.0	12136.77	220.0	-169.0	15232.0	-0.64	0.89	-3.35	-3.35	2.94
1786.0	12143.43	192.0	-197.0	15236.0	-0.74	0.66	-3.33	-3.33	2.62
1787.0	12150.08	276.0	-113.0	15240.0	-0.42	1.98	-3.3	-3.3	4.16
1788.0	12156.73	1576.0	1187.0	15164.0	4.48	0.84	-3.26	-3.26	6.68
1789.0	12163.46	672.0	283.0	15552.0	1.04	0.52	-3.23	-3.23	3.71
1790.0	12170.11	-200.0	-589.0	15076.0	-2.24	0.79	-3.22	-3.22	1.54
1791.0	12176.77	-436.0	-825.0	15284.0	-3.09	-0.8	-3.23	-3.23	-0.7
1792.0	12183.4	388.0	-1.0	15244.0	-0.0	-1.71	-3.22	-3.22	0.73
1793.0	12189.97	852.0	463.0	15184.0	1.75	-1.85	-3.21	-3.21	1.94
1794.0	12196.62	556.0	167.0	15248.0	0.63	-2.68	-3.21	-3.21	0.22
1795.0	12203.28	168.0	-221.0	15116.0	-0.84	-2.95	-3.22	-3.22	-1.16
1796.0	12209.96	-60.0	-449.0	15272.0	-1.68	-3.71	-3.23	-3.23	-2.54
1797.0	12216.59	344.0	-45.0	15084.0	-0.17	-4.36	-3.25	-3.25	-2.02
1798.0	12223.22	664.0	275.0	15236.0	1.03	-4.63	-3.26	-3.26	-1.37
1799.0	12229.89	588.0	199.0	15336.0	0.74	-5.11	-3.27	-3.27	-2.08
1800.0	12236.54	32.0	-357.0	15180.0	-1.35	-5.4	-3.3	-3.3	-3.93
1801.0	12243.16	60.0	-329.0	15196.0	-1.24	-6.01	-3.33	-3.33	-4.42
1802.0	12249.79	200.0	-189.0	15268.0	-0.71	-6.44	-3.36	-3.36	-4.43
1803.0	12256.45	432.0	43.0	15288.0	0.16	-6.95	-3.38	-3.38	-4.28
1804.0	12263.05	268.0	-121.0	15104.0	-0.46	-7.23	-3.42	-3.42	-4.98
1805.0	12269.72	88.0	-301.0	15336.0	-1.12	-7.52	-3.46	-3.46	-5.76
1806.0	12276.35	-32.0	-421.0	15364.0	-1.57	-7.96	-3.5	-3.5	-6.5
1807.0	12282.94	136.0	-253.0	15308.0	-0.95	-8.46	-3.54	-3.54	-6.48
1808.0	12289.63	216.0	-173.0	15248.0	-0.65	-8.76	-3.59	-3.59	-6.56
1809.0	12296.32	232.0	-157.0	15248.0	-0.59	-8.81	-3.63	-3.63	-6.53
1810.0	12303.0	24.0	-365.0	15280.0	-1.37	-9.0	-3.68	-3.68	-7.26
1811.0	12309.61	-96.0	-485.0	15112.0	-1.84	-9.11	-3.73	-3.73	-7.68
1812.0	12316.26	24.0	-365.0	15304.0	-1.37	-9.08	-3.78	-3.78	-7.26
1813.0	12322.91	88.0	-301.0	15328.0	-1.12	-8.72	-3.82	-3.82	-6.68
1814.0	12329.55	28.0	-361.0	15280.0	-1.35	-8.54	-3.87	-3.87	-6.64
1815.0	12336.19	0.0	-389.0	15232.0	-1.46	-8.36	-3.91	-3.91	-6.51
1816.0	12342.76	-112.0	-501.0	15284.0	-1.88	-7.81	-3.95	-3.95	-6.22
1817.0	12349.44	-64.0	-453.0	15352.0	-1.69	-7.51	-3.99	-3.99	-5.78
1818.0	12356.07	-180.0	-569.0	15224.0	-2.14	-7.0	-4.02	-4.02	-5.57
1819.0	12362.71	-276.0	-665.0	15376.0	-2.48	-6.66	-4.06	-4.06	-5.46
1820.0	12369.39	-124.0	-513.0	15380.0	-1.91	-6.29	-4.09	-4.09	-4.65
1821.0	12376.06	-64.0	-453.0	15196.0	-1.71	-5.88	-4.12	-4.12	-4.06
1822.0	12382.69	-192.0	-581.0	15376.0	-2.16	-5.35	-4.14	-4.14	-3.85
1823.0	12389.36	-224.0	-613.0	15408.0	-2.28	-5.05	-4.17	-4.17	-3.63
1824.0	12396.05	-80.0	-469.0	15332.0	-1.75	-4.44	-4.19	-4.19	-2.61
1825.0	12402.66	-176.0	-565.0	15384.0	-2.1	-4.34	-4.2	-4.2	-2.75
1826.0	12409.34	-124.0	-513.0	15416.0	-1.91	-4.0	-4.22	-4.22	-2.26
1827.0	12416.02	-204.0	-593.0	15352.0	-2.21	-3.56	-4.23	-4.23	-2.04
1828.0	12422.69	-260.0	-649.0	15228.0	-2.44	-3.33	-4.25	-4.25	-1.97
1829.0	12429.37	-172.0	-561.0	15232.0	-2.11	-2.92	-4.26	-4.26	-1.31
1830.0	12436.06	-148.0	-537.0	15280.0	-2.01	-2.4	-4.26	-4.26	-0.72
1831.0	12442.73	-236.0	-625.0	15260.0	-2.35	-1.76	-4.26	-4.26	-0.32
1832.0	12449.4	-220.0	-609.0	15372.0	-2.27	-0.98	-4.26	-4.26	0.52
1833.0	12456.06	-208.0	-597.0	15400.0	-2.22	-0.34	-4.25	-4.25	1.2
1834.0	12462.72	-264.0	-653.0	15404.0	-2.43	0.44	-4.24	-4.24	1.81
1835.0	12469.38	-276.0	-665.0	15392.0	-2.47	1.25	-4.22	-4.22	2.57
1836.0	12476.03	-352.0	-741.0	15376.0	-2.76	1.67	-4.2	-4.2	2.76
1837.0	12482.67	-228.0	-617.0	15368.0	-2.3	2.34	-4.18	-4.18	3.76
1838.0	12489.34	-204.0	-593.0	15304.0	-2.22	2.79	-4.15	-4.15	4.25
1839.0	12496.01	-144.0	-533.0	15300.0	-2.0	3.4	-4.12	-4.12	5.0
1840.0	12502.65	-212.0	-601.0	15260.0	-2.26	3.91	-4.08	-4.08	5.29
1841.0	12509.32	-140.0	-529.0	15216.0	-1.99	4.02	-4.04	-4.04	5.57
1842.0	12515.97	-84.0	-473.0	15216.0	-1.78	4.29	-4.0	-4.0	5.97
1843.0	12522.57	-124.0	-513.0	15340.0	-1.92	4.44	-3.96	-3.96	6.0
1844.0	12529.22	-48.0	-437.0	15252.0	-1.64	4.63	-3.92	-3.92	6.35
1845.0	12535.83	-96.0	-485.0	15384.0	-1.81	4.71	-3.88	-3.88	6.29
1846.0	12542.44	20.0	-369.0	15232.0	-1.39	4.98	-3.84	-3.84	6.84
1847.0	12549.04	-44.0	-433.0	15268.0	-1.62	4.99	-3.79	-3.79	6.64
1848.0	12555.65	-32.0	-421.0	15272.0	-1.58	5.02	-3.75	-3.75	6.67
1849.0	12562.26	88.0	-301.0	15316.0	-1.13	5.06	-3.7	-3.7	7.02
1850.0	12568.85	40.0	-349.0	15172.0	-1.32	5.15	-3.66	-3.66	6.93
1851.0	12575.46	196.0	-193.0	15296.0	-0.72	4.96	-3.61	-3.61	7.15
1852.0	12582.12	268.0	-121.0	15292.0	-0.45	5.16	-3.56	-3.56	7.5
1853.0	12588.79	76.0	-313.0	15264.0	-1.17	5.33	-3.51	-3.51	7.09
1854.0	12595.41	232.0	-157.0	15328.0	-0.59	5.04	-3.46	-3.46	7.22
1855.0	12602.06	88.0	-301.0	15396.0	-1.12	4.71	-3.42	-3.42	6.45
1856.0	12608.68	188.0	-201.0	15280.0	-0.75	4.69	-3.38	-3.38	6.69
1857.0	12615.33	184.0	-205.0	15168.0	-0.77	4.51	-3.33	-3.33	6.44
1858.0	12622.0	208.0	-181.0	15284.0	-0.68	4.16	-3.29	-3.29	6.13
1859.0	12628.66	204.0	-185.0	15192.0	-0.7	3.96	-3.25	-3.25	5.89
1860.0	12635.31	176.0	-213.0	15228.0	-0.8	3.6	-3.22	-3.22	5.42
1861.0	12641.96	180.0	-209.0	15316.0	-0.78	3.5	-3.18	-3.18	5.32
1862.0	12648.62	352.0	-37.0	15324.0	-0.14	3.07	-3.15	-3.15	5.34
1863.0	12655.22	368.0	-21.0	15204.0	-0.08	2.97	-3.11	-3.11	5.28
1864.0	12661.84	236.0	-153.0	15220.0	-0.58	2.46	-3.08	-3.08	4.36
1865.0	12668.48	336.0	-53.0	15288.0	-0.2	2.18	-3.05	-3.05	4.34
1866.0	12675.07	380.0	-9.0	15228.0	-0.03	1.9	-3.03	-3.03	4.18
1867.0	12681.6	376.0	-13.0	15196.0	-0.05	1.79	-3.0	-3.0	4.07
1868.0	12688.17	404.0	15.0	15264.0	0.06	1.38	-2.98	-2.98	3.7
1869.0	12694.76	440.0	51.0	15104.0	0.19	1.05	-2.95	-2.95	3.45
1870.0	12701.34	240.0	-149.0	15172.0	-0.56	0.78	-2.94	-2.94	2.59
1871.0	12707.98	324.0	-65.0	15172.0	-0.25	0.39	-2.92	-2.92	2.41
1872.0	12714.59	268.0	-121.0	15400.0	-0.45	-0.12	-2.91	-2.91	1.75
1873.0	12721.26	300.0	-89.0	15180.0	-0.34	-0.63	-2.9	-2.9	1.3
1874.0	12727.86	380.0	-9.0	15348.0	-0.03	-0.78	-2.89	-2.89	1.4
1875.0	12734.39	380.0	-9.0	15372.0	-0.03	-1.38	-2.89	-2.89	0.81
1876.0	12740.96	240.0	-149.0	15420.0	-0.55	-1.6	-2.88	-2.88	0.19
1877.0	12747.6	292.0	-97.0	15292.0	-0.36	-2.19	-2.89	-2.89	-0.28
1878.0	12754.21	420.0	31.0	15340.0	0.12	-2.3	-2.89	-2.89	-0.02
1879.0	12760.81	220.0	-169.0	15300.0	-0.63	-2.69	-2.89	-2.89	-0.97
1880.0	12767.47	352.0	-37.0	15244.0	-0.14	-2.85	-2.9	-2.9	-0.77
1881.0	12774.08	252.0	-137.0	15220.0	-0.52	-3.04	-2.91	-2.91	-1.22
1882.0	12780.74	240.0	-149.0	15288.0	-0.56	-3.11	-2.91	-2.91	-1.33
1883.0	12787.42	228.0	-161.0	15400.0	-0.6	-3.24	-2.92	-2.92	-1.5
1884.0	12794.09	388.0	-1.0	15268.0	-0.0	-3.15	-2.93	-2.93	-0.94
1885.0	12800.66	248.0	-141.0	15248.0	-0.53	-3.0	-2.94	-2.94	-1.16
1886.0	12807.32	292.0	-97.0	15308.0	-0.36	-2.76	-2.94	-2.94	-0.81
1887.0	12813.94	212.0	-177.0	15212.0	-0.67	-2.69	-2.95	-2.95	-0.96
1888.0	12820.6	312.0	-77.0	15108.0	-0.29	-2.9	-2.96	-2.96	-0.89
1889.0	12827.2	368.0	-21.0	15280.0	-0.08	-2.77	-2.96	-2.96	-0.58
1890.0	12833.8	272.0	-117.0	15224.0	-0.44	-2.6	-2.96	-2.96	-0.68
1891.0	12840.45	284.0	-105.0	15176.0	-0.4	-2.67	-2.97	-2.97	-0.73
1892.0	12847.12	212.0	-177.0	15456.0	-0.66	-2.43	-2.97	-2.97	-0.68
1893.0	12853.79	124.0	-265.0	15300.0	-0.99	-2.44	-2.98	-2.98	-0.95
1894.0	12860.46	240.0	-149.0	15216.0	-0.56	-2.4	-2.98	-2.98	-0.58
1895.0	12867.12	264.0	-125.0	15188.0	-0.47	-2.49	-2.99	-2.99	-0.59
1896.0	12873.81	180.0	-209.0	15296.0	-0.78	-2.56	-2.99	-2.99	-0.9
1897.0	12880.47	236.0	-153.0	15208.0	-0.58	-2.69	-3.0	-3.0	-0.87
1898.0	12887.12	292.0	-97.0	15128.0	-0.37	-2.67	-3.0	-3.0	-0.68
1899.0	12893.73	268.0	-121.0	15276.0	-0.45	-2.6	-3.01	-3.01	-0.65
1900.0	12900.39	252.0	-137.0	15360.0	-0.51	-2.69	-3.01	-3.01	-0.81
1901.0	12907.05	200.0	-189.0	15228.0	-0.71	-2.56	-3.02	-3.02	-0.82
1902.0	12913.72	184.0	-205.0	15228.0	-0.77	-2.54	-3.02	-3.02	-0.84
1903.0	12920.39	156.0	-233.0	15244.0	-0.88	-2.34	-3.03	-3.03	-0.72
1904.0	12927.06	140.0	-249.0	15324.0	-0.93	-2.27	-3.03	-3.03	-0.69
1905.0	12933.72	300.0	-89.0	15208.0	-0.34	-1.95	-3.03	-3.03	0.08
1906.0	12940.31	312.0	-77.0	15108.0	-0.29	-1.63	-3.03	-3.03	0.45
1907.0	12946.89	196.0	-193.0	15344.0	-0.72	-1.36	-3.03	-3.03	0.4
1908.0	12953.52	80.0	-309.0	15212.0	-1.16	-0.92	-3.02	-3.02	0.49
1909.0	12960.11	116.0	-273.0	15300.0	-1.02	-0.76	-3.02	-3.02	0.76
1910.0	12966.75	240.0	-149.0	15304.0	-0.56	-0.28	-3.01	-3.01	1.57
1911.0	12973.4	236.0	-153.0	15240.0	-0.58	0.19	-3.0	-3.0	2.02
1912.0	12980.02	212.0	-177.0	15348.0	-0.66	0.46	-2.98	-2.98	2.22
1913.0	12986.67	208.0	-181.0	15348.0	-0.68	0.86	-2.96	-2.96	2.59
1914.0	12993.31	212.0	-177.0	15232.0	-0.67	1.27	-2.94	-2.94	3.0
1915.0	12999.96	168.0	-221.0	15088.0	-0.84	1.57	-2.92	-2.92	3.15
1916.0	13006.6	288.0	-101.0	15180.0	-0.38	1.79	-2.9	-2.9	3.7
1917.0	13013.24	228.0	-161.0	15272.0	-0.6	1.92	-2.87	-2.87	3.64
1918.0	13019.87	316.0	-73.0	15248.0	-0.27	2.19	-2.85	-2.85	4.14
1919.0	13026.47	264.0	-125.0	15348.0	-0.47	2.36	-2.82	-2.82	4.15
1920.0	13033.14	280.0	-109.0	15232.0	-0.41	2.52	-2.79	-2.79	4.31
1921.0	13039.8	384.0	-5.0	15212.0	-0.02	2.7	-2.76	-2.76	4.77
1922.0	13046.34	304.0	-85.0	15340.0	-0.32	2.66	-2.73	-2.73	4.51
1923.0	13052.95	272.0	-117.0	15276.0	-0.44	2.54	-2.7	-2.7	4.26
1924.0	13059.59	312.0	-77.0	15380.0	-0.29	2.71	-2.67	-2.67	4.51
1925.0	13066.18	264.0	-125.0	15152.0	-0.47	2.47	-2.64	-2.64	4.13
1926.0	13072.86	332.0	-57.0	15368.0	-0.21	2.29	-2.62	-2.62	4.1
1927.0	13079.45	456.0	67.0	15252.0	0.25	1.98	-2.59	-2.59	4.14
1928.0	13086.03	380.0	-9.0	15336.0	-0.03	1.63	-2.57	-2.57	3.57
1929.0	13092.58	376.0	-13.0	15368.0	-0.05	1.39	-2.54	-2.54	3.3
1930.0	13099.18	468.0	79.0	15324.0	0.3	1.02	-2.52	-2.52	3.16
1931.0	13105.76	376.0	-13.0	15360.0	-0.05	0.35	-2.51	-2.51	2.23
1932.0	13112.36	412.0	23.0	15264.0	0.09	-0.18	-2.5	-2.5	1.79
1933.0	13118.94	544.0	155.0	15368.0	0.58	-0.72	-2.49	-2.49	1.62
1934.0	13125.58	616.0	227.0	15152.0	0.86	-1.2	-2.48	-2.48	1.32
1935.0	13132.23	724.0	335.0	15228.0	1.26	-1.6	-2.47	-2.47	1.23
1936.0	13138.87	552.0	163.0	15188.0	0.61	-2.01	-2.47	-2.47	0.32
1937.0	13145.54	520.0	131.0	15280.0	0.49	-2.84	-2.47	-2.47	-0.61
1938.0	13152.19	520.0	131.0	15160.0	0.5	-3.24	-2.48	-2.48	-0.99
1939.0	13158.86	516.0	127.0	15296.0	0.48	-3.73	-2.49	-2.49	-1.49
1940.0	13165.52	440.0	51.0	15252.0	0.19	-4.12	-2.5	-2.5	-2.09
1941.0	13172.12	476.0	87.0	15224.0	0.33	-4.5	-2.52	-2.52	-2.34
1942.0	13178.72	496.0	107.0	15196.0	0.4	-4.76	-2.53	-2.53	-2.52
1943.0	13185.38	444.0	55.0	15360.0	0.21	-5.11	-2.55	-2.55	-3.04
1944.0	13191.98	456.0	67.0	15256.0	0.25	-5.3	-2.57	-2.57	-3.14
1945.0	13198.57	408.0	19.0	15240.0	0.07	-5.52	-2.6	-2.6	-3.48
1946.0	13205.16	284.0	-105.0	15324.0	-0.39	-5.92	-2.63	-2.63	-4.21
1947.0	13211.84	304.0	-85.0	15296.0	-0.32	-6.21	-2.66	-2.66	-4.45
1948.0	13218.47	328.0	-61.0	15304.0	-0.23	-6.44	-2.69	-2.69	-4.57
